aborted,bufferSize,buffertime_avg,buffertime_med,created,delivered,delivery_prob,dropPolicy,dropped,filename,forwardingStrategy,hopcount_avg,hopcount_med,latency_avg,latency_med,overhead_ratio,relayed,removed,response_prob,rtt_avg,rtt_med,sim_time,started
3185,50M,3602.9207,0.0000,3351,992,0.2960,5,207842,ProphetMulti-bufferSize@50M-dropPolicy@5-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.7893,3,8499.7006,6822.0000,215.8538,215119,0,0.0000,NaN,NaN,100000.0000,218309
3588,50M,3062.7009,0.0000,3351,1002,0.2990,5,217368,ProphetMulti-bufferSize@50M-dropPolicy@5-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.3333,2,9541.5369,7415.0000,223.4451,224894,0,0.0000,NaN,NaN,100000.0000,228487
3576,60M,4600.3029,3945.0000,3351,1482,0.4423,1,214844,ProphetMulti-bufferSize@60M-dropPolicy@1-forwardingStrategy@COIN_MessageStatsReport,COIN,3.8313,3,9243.8090,7421.0000,150.5425,224586,0,0.0000,NaN,NaN,100000.0000,228167
3110,60M,5065.8366,3894.0000,3351,1638,0.4888,1,186786,ProphetMulti-bufferSize@60M-dropPolicy@1-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,3.1691,3,10622.7747,8470.0000,119.1374,196785,0,0.0000,NaN,NaN,100000.0000,199897
3025,60M,5137.7109,4074.0000,3351,1677,0.5004,1,181368,ProphetMulti-bufferSize@60M-dropPolicy@1-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,3.1210,3,10416.4824,8407.0000,113.0716,191298,0,0.0000,NaN,NaN,100000.0000,194326
3350,60M,4949.8270,3818.0000,3351,1300,0.3879,1,194613,ProphetMulti-bufferSize@60M-dropPolicy@1-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.8008,2,8855.7562,7340.0000,156.3185,204514,0,0.0000,NaN,NaN,100000.0000,207868
2778,60M,3926.5700,6.0000,3351,573,0.1710,2,178071,ProphetMulti-bufferSize@60M-dropPolicy@2-forwardingStrategy@COIN_MessageStatsReport,COIN,3.4991,3,4679.0366,4318.0000,325.8342,187276,0,0.0000,NaN,NaN,100000.0000,190057
3228,60M,3676.8227,0.0000,3351,829,0.2474,2,203229,ProphetMulti-bufferSize@60M-dropPolicy@2-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.4632,2,9552.2111,8095.0000,255.5489,212679,0,0.0000,NaN,NaN,100000.0000,215910
3201,60M,3612.0703,0.0000,3351,825,0.2462,2,205647,ProphetMulti-bufferSize@60M-dropPolicy@2-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.5479,2,9764.1491,8140.0000,259.7273,215100,0,0.0000,NaN,NaN,100000.0000,218306
3424,60M,3253.1693,0.0000,3351,1089,0.3250,2,206554,ProphetMulti-bufferSize@60M-dropPolicy@2-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.3030,2,15184.3361,11615.0000,197.5877,216262,0,0.0000,NaN,NaN,100000.0000,219692
2809,60M,3289.0458,0.0000,3351,680,0.2029,3,178829,ProphetMulti-bufferSize@60M-dropPolicy@3-forwardingStrategy@COIN_MessageStatsReport,COIN,3.4471,3,4848.6853,4465.0000,275.5426,188049,0,0.0000,NaN,NaN,100000.0000,190861
3487,60M,3253.3778,0.0000,3351,1019,0.3041,3,213351,ProphetMulti-bufferSize@60M-dropPolicy@3-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.3994,2,9867.8528,8496.0000,217.8381,222996,0,0.0000,NaN,NaN,100000.0000,226488
3502,60M,3366.5576,0.0000,3351,1143,0.3411,3,218112,ProphetMulti-bufferSize@60M-dropPolicy@3-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.3692,2,10850.9134,9169.0000,198.3666,227876,0,0.0000,NaN,NaN,100000.0000,231383
3417,60M,3271.9466,0.0000,3351,1117,0.3333,3,210622,ProphetMulti-bufferSize@60M-dropPolicy@3-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.3715,2,11130.7413,9416.0000,196.2784,220360,0,0.0000,NaN,NaN,100000.0000,223783
3869,60M,4486.5198,2858.0000,3351,2715,0.8102,4,232503,ProphetMulti-bufferSize@60M-dropPolicy@4-forwardingStrategy@COIN_MessageStatsReport,COIN,3.1727,3,8517.2917,8370.0000,88.8077,243828,0,0.0000,NaN,NaN,100000.0000,247705
3473,60M,4350.8914,0.0000,3351,2521,0.7523,4,210015,ProphetMulti-bufferSize@60M-dropPolicy@4-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.2515,2,13867.5315,12445.0000,86.7219,221147,0,0.0000,NaN,NaN,100000.0000,224625
3613,60M,4313.0106,0.0000,3351,2531,0.7553,4,213035,ProphetMulti-bufferSize@60M-dropPolicy@4-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.2311,2,13880.9684,12233.0000,87.5721,224176,0,0.0000,NaN,NaN,100000.0000,227793
3711,60M,4068.0919,0.0000,3351,2314,0.6905,4,225103,ProphetMulti-bufferSize@60M-dropPolicy@4-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.1141,2,13464.1003,11371.0000,101.0030,236035,0,0.0000,NaN,NaN,100000.0000,239754
3512,60M,4294.3856,72.0000,3351,821,0.2450,5,216345,ProphetMulti-bufferSize@60M-dropPolicy@5-forwardingStrategy@COIN_MessageStatsReport,COIN,2.9342,3,7556.3618,5868.0000,273.6918,225522,0,0.0000,NaN,NaN,100000.0000,229040
3322,60M,4376.6513,670.0000,3351,1065,0.3178,5,203460,ProphetMulti-bufferSize@60M-dropPolicy@5-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.6723,3,8166.6563,6848.0000,198.8085,212796,0,0.0000,NaN,NaN,100000.0000,216120
3153,60M,4507.6727,638.0000,3351,1079,0.3220,5,194425,ProphetMulti-bufferSize@60M-dropPolicy@5-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.8703,3,9192.8656,7854.0000,188.0158,203948,0,0.0000,NaN,NaN,100000.0000,207104
3300,60M,3827.4154,0.0000,3351,1077,0.3214,5,206179,ProphetMulti-bufferSize@60M-dropPolicy@5-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.4058,2,10327.7149,8102.0000,199.1003,215508,0,0.0000,NaN,NaN,100000.0000,218812
3668,70M,5169.6206,4659.0000,3351,1519,0.4533,1,222245,ProphetMulti-bufferSize@70M-dropPolicy@1-forwardingStrategy@COIN_MessageStatsReport,COIN,3.7729,3,9594.0783,7333.0000,152.9572,233861,0,0.0000,NaN,NaN,100000.0000,237534
3187,70M,5476.8486,4255.0000,3351,1701,0.5076,1,197814,ProphetMulti-bufferSize@70M-dropPolicy@1-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,3.0170,3,10308.9065,8204.0000,122.3545,209826,0,0.0000,NaN,NaN,100000.0000,213019
3296,70M,5486.4226,4470.0000,3351,1824,0.5443,1,197796,ProphetMulti-bufferSize@70M-dropPolicy@1-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.9825,3,9795.5806,8115.0000,114.0504,209852,0,0.0000,NaN,NaN,100000.0000,213157
3243,70M,5772.7393,4451.0000,3351,1309,0.3906,1,190222,ProphetMulti-bufferSize@70M-dropPolicy@1-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.8625,3,9713.5195,7882.0000,153.4209,202137,0,0.0000,NaN,NaN,100000.0000,205384
2899,70M,4329.0827,8.0000,3351,642,0.1916,2,183343,ProphetMulti-bufferSize@70M-dropPolicy@2-forwardingStrategy@COIN_MessageStatsReport,COIN,3.6480,4,4745.1480,4270.0000,302.1511,194623,0,0.0000,NaN,NaN,100000.0000,197526
3390,70M,4080.0685,0.0000,3351,915,0.2731,2,203758,ProphetMulti-bufferSize@70M-dropPolicy@2-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.4383,2,10312.3388,8223.0000,234.2874,215288,0,0.0000,NaN,NaN,100000.0000,218685
3322,70M,3990.9381,0.0000,3351,919,0.2742,2,206281,ProphetMulti-bufferSize@70M-dropPolicy@2-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.4548,2,9848.7312,8118.0000,236.0196,217821,0,0.0000,NaN,NaN,100000.0000,221148
3459,70M,3681.4197,0.0000,3351,1188,0.3545,2,207564,ProphetMulti-bufferSize@70M-dropPolicy@2-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.2399,2,14482.2677,10928.0000,183.6515,219366,0,0.0000,NaN,NaN,100000.0000,222832
2978,70M,3163.8128,0.0000,3351,710,0.2119,3,187561,ProphetMulti-bufferSize@70M-dropPolicy@3-forwardingStrategy@COIN_MessageStatsReport,COIN,3.5169,3,4908.4718,4432.0000,279.1549,198910,0,0.0000,NaN,NaN,100000.0000,201890
3660,70M,3212.8692,0.0000,3351,1011,0.3017,3,234122,ProphetMulti-bufferSize@70M-dropPolicy@3-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.3373,2,10135.8912,8077.0000,242.0772,245751,0,0.0000,NaN,NaN,100000.0000,249417
3402,70M,3841.3778,0.0000,3351,1197,0.3572,3,203402,ProphetMulti-bufferSize@70M-dropPolicy@3-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.3517,2,10951.1195,9033.0000,178.7920,215211,0,0.0000,NaN,NaN,100000.0000,218616
3361,70M,3740.9322,0.0000,3351,1001,0.2987,3,202878,ProphetMulti-bufferSize@70M-dropPolicy@3-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.3806,2,11129.3736,9002.0000,213.2787,214493,0,0.0000,NaN,NaN,100000.0000,217854
3877,70M,5165.0120,3585.0000,3351,2694,0.8039,4,234206,ProphetMulti-bufferSize@70M-dropPolicy@4-forwardingStrategy@COIN_MessageStatsReport,COIN,3.0742,3,8741.5134,8459.0000,90.8734,247507,0,0.0000,NaN,NaN,100000.0000,251391
3379,70M,5070.7938,0.0000,3351,2471,0.7374,4,203579,ProphetMulti-bufferSize@70M-dropPolicy@4-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.1878,2,14290.7539,12339.0000,86.6827,216664,0,0.0000,NaN,NaN,100000.0000,220048
3471,70M,4873.1155,0.0000,3351,2528,0.7544,4,215262,ProphetMulti-bufferSize@70M-dropPolicy@4-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.2239,2,14059.5870,12367.0000,89.3521,228410,0,0.0000,NaN,NaN,100000.0000,231886
3602,70M,4632.5608,0.0000,3351,2271,0.6777,4,221893,ProphetMulti-bufferSize@70M-dropPolicy@4-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.0973,2,13960.7864,11889.0000,102.3835,234784,0,0.0000,NaN,NaN,100000.0000,238390
3688,70M,4725.3124,340.0000,3351,942,0.2811,5,222929,ProphetMulti-bufferSize@70M-dropPolicy@5-forwardingStrategy@COIN_MessageStatsReport,COIN,2.8482,3,7329.5393,5945.0000,247.5977,234179,0,0.0000,NaN,NaN,100000.0000,237873
3180,70M,4995.7307,1230.0000,3351,1084,0.3235,5,204622,ProphetMulti-bufferSize@70M-dropPolicy@5-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.8386,3,8980.3875,7355.0000,198.1559,215885,0,0.0000,NaN,NaN,100000.0000,219071
3159,70M,5250.4321,1639.0000,3351,1093,0.3262,5,196185,ProphetMulti-bufferSize@70M-dropPolicy@5-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.7301,3,8796.6194,7571.0000,188.8847,207544,0,0.0000,NaN,NaN,100000.0000,210708
3609,70M,3876.3428,0.0000,3351,1159,0.3459,5,216268,ProphetMulti-bufferSize@70M-dropPolicy@5-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.2994,2,10032.8361,7610.0000,195.4961,227739,0,0.0000,NaN,NaN,100000.0000,231353
3689,80M,5857.5777,5184.0000,3351,1617,0.4825,1,224654,ProphetMulti-bufferSize@80M-dropPolicy@1-forwardingStrategy@COIN_MessageStatsReport,COIN,3.6797,3,9926.7854,8030.0000,146.4731,238464,0,0.0000,NaN,NaN,100000.0000,242158
3172,80M,6497.2082,5404.0000,3351,1875,0.5595,1,189010,ProphetMulti-bufferSize@80M-dropPolicy@1-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.9899,3,10956.3440,8912.0000,107.3168,203094,0,0.0000,NaN,NaN,100000.0000,206274
3488,80M,6166.7267,4876.0000,3351,1766,0.5270,1,200997,ProphetMulti-bufferSize@80M-dropPolicy@1-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.8097,3,9974.4672,7953.0000,120.7950,215090,0,0.0000,NaN,NaN,100000.0000,218584
3546,80M,6098.4035,4796.0000,3351,1357,0.4050,1,204263,ProphetMulti-bufferSize@80M-dropPolicy@1-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.7119,2,8845.5947,7392.0000,159.8113,218221,0,0.0000,NaN,NaN,100000.0000,221772
3032,80M,4715.1162,8.0000,3351,710,0.2119,2,189053,ProphetMulti-bufferSize@80M-dropPolicy@2-forwardingStrategy@COIN_MessageStatsReport,COIN,3.6789,4,4978.6056,4561.0000,284.0606,202393,0,0.0000,NaN,NaN,100000.0000,205428
3479,80M,4153.8429,0.0000,3351,972,0.2901,2,211575,ProphetMulti-bufferSize@80M-dropPolicy@2-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.4949,2,10262.4331,8275.0000,230.6461,225160,0,0.0000,NaN,NaN,100000.0000,228647
3297,80M,4439.3705,0.0000,3351,1004,0.2996,2,198284,ProphetMulti-bufferSize@80M-dropPolicy@2-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.4263,2,10458.6683,8768.0000,210.0647,211909,0,0.0000,NaN,NaN,100000.0000,215210
3468,80M,3862.1185,0.0000,3351,1326,0.3957,2,211877,ProphetMulti-bufferSize@80M-dropPolicy@2-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.1727,2,14921.3816,11141.0000,169.3024,225821,0,0.0000,NaN,NaN,100000.0000,229293
3047,80M,4029.9321,0.0000,3351,778,0.2322,3,187526,ProphetMulti-bufferSize@80M-dropPolicy@3-forwardingStrategy@COIN_MessageStatsReport,COIN,3.5437,3,5490.7147,4803.0000,257.2789,200941,0,0.0000,NaN,NaN,100000.0000,203994
3276,80M,4320.0854,0.0000,3351,1133,0.3381,3,201486,ProphetMulti-bufferSize@80M-dropPolicy@3-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.3831,2,10860.8173,9257.0000,188.9744,215241,0,0.0000,NaN,NaN,100000.0000,218519
3495,80M,4297.6159,0.0000,3351,1265,0.3775,3,209121,ProphetMulti-bufferSize@80M-dropPolicy@3-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.3320,2,10626.3265,9014.0000,175.2917,223009,0,0.0000,NaN,NaN,100000.0000,226509
3743,80M,3832.3998,0.0000,3351,1243,0.3709,3,219268,ProphetMulti-bufferSize@80M-dropPolicy@3-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.2494,2,10882.4191,9072.0000,186.5535,233129,0,0.0000,NaN,NaN,100000.0000,236882
3772,80M,5940.8779,4537.0000,3351,2764,0.8248,4,228986,ProphetMulti-bufferSize@80M-dropPolicy@4-forwardingStrategy@COIN_MessageStatsReport,COIN,2.9262,3,9309.7862,8808.0000,87.4106,244367,0,0.0000,NaN,NaN,100000.0000,248144
3458,80M,5439.0657,0.0000,3351,2512,0.7496,4,214509,ProphetMulti-bufferSize@80M-dropPolicy@4-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.2253,2,14339.3021,12418.0000,90.4152,229635,0,0.0000,NaN,NaN,100000.0000,233100
3288,80M,5799.7502,0.0000,3351,2513,0.7499,4,199154,ProphetMulti-bufferSize@80M-dropPolicy@4-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.2053,2,14388.1560,12327.0000,84.2726,214290,0,0.0000,NaN,NaN,100000.0000,217580
3747,80M,5053.6734,0.0000,3351,2307,0.6885,4,224261,ProphetMulti-bufferSize@80M-dropPolicy@4-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.1023,2,13532.9371,10808.0000,102.6771,239183,0,0.0000,NaN,NaN,100000.0000,242933
3935,80M,5264.6662,483.0000,3351,988,0.2948,5,229249,ProphetMulti-bufferSize@80M-dropPolicy@5-forwardingStrategy@COIN_MessageStatsReport,COIN,2.9393,3,7326.9737,6050.0000,244.4221,242477,0,0.0000,NaN,NaN,100000.0000,246417
3195,80M,5902.0869,2398.0000,3351,1190,0.3551,5,195247,ProphetMulti-bufferSize@80M-dropPolicy@5-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.7109,2,8911.0059,7740.0000,174.3319,208645,0,0.0000,NaN,NaN,100000.0000,211845
3502,80M,5378.4278,1465.0000,3351,1119,0.3339,5,213005,ProphetMulti-bufferSize@80M-dropPolicy@5-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.7641,3,8273.7149,6999.0000,201.1957,226257,0,0.0000,NaN,NaN,100000.0000,229764
3403,80M,4558.7501,0.0000,3351,1202,0.3587,5,210940,ProphetMulti-bufferSize@80M-dropPolicy@5-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.3153,2,10425.6215,8220.0000,185.5582,224243,0,0.0000,NaN,NaN,100000.0000,227650
3614,90M,6927.1563,6283.0000,3351,1739,0.5189,1,210815,ProphetMulti-bufferSize@90M-dropPolicy@1-forwardingStrategy@COIN_MessageStatsReport,COIN,3.4911,3,10887.0604,8629.0000,129.3761,226724,0,0.0000,NaN,NaN,100000.0000,230342
3186,90M,7380.9188,6150.0000,3351,1948,0.5813,1,185360,ProphetMulti-bufferSize@90M-dropPolicy@1-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.9091,3,11166.7500,9321.0000,102.4061,201435,0,0.0000,NaN,NaN,100000.0000,204624
3363,90M,6898.9773,5657.0000,3351,1892,0.5646,1,197876,ProphetMulti-bufferSize@90M-dropPolicy@1-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.8800,3,10401.7204,8450.0000,112.0840,213955,0,0.0000,NaN,NaN,100000.0000,217322
3066,90M,7725.8406,6543.0000,3351,1467,0.4378,1,177654,ProphetMulti-bufferSize@90M-dropPolicy@1-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.6162,2,9758.4635,8227.0000,131.0361,193697,0,0.0000,NaN,NaN,100000.0000,196771
3179,90M,4885.6500,9.0000,3351,770,0.2298,2,194363,ProphetMulti-bufferSize@90M-dropPolicy@2-forwardingStrategy@COIN_MessageStatsReport,COIN,3.6896,4,5173.7740,4742.0000,271.4286,209770,0,0.0000,NaN,NaN,100000.0000,212952
3394,90M,4541.9508,0.0000,3351,1058,0.3157,2,206520,ProphetMulti-bufferSize@90M-dropPolicy@2-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.4083,2,11162.2108,8791.0000,209.0170,222198,0,0.0000,NaN,NaN,100000.0000,225599
3365,90M,4474.8280,0.0000,3351,1057,0.3154,2,207455,ProphetMulti-bufferSize@90M-dropPolicy@2-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.4759,2,10743.0785,8823.0000,210.1031,223136,0,0.0000,NaN,NaN,100000.0000,226504
3213,90M,4462.9329,0.0000,3351,1357,0.4050,2,192282,ProphetMulti-bufferSize@90M-dropPolicy@2-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.2019,2,15570.7576,12354.0000,152.4657,208253,0,0.0000,NaN,NaN,100000.0000,211470
3048,90M,4422.7304,0.0000,3351,798,0.2381,3,188679,ProphetMulti-bufferSize@90M-dropPolicy@3-forwardingStrategy@COIN_MessageStatsReport,COIN,3.4737,3,5211.6404,4587.0000,254.7744,204108,0,0.0000,NaN,NaN,100000.0000,207159
3460,90M,4771.0440,0.0000,3351,1313,0.3918,3,210044,ProphetMulti-bufferSize@90M-dropPolicy@3-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.2955,2,11277.3046,9410.0000,171.1112,225982,0,0.0000,NaN,NaN,100000.0000,229449
3420,90M,4967.8963,0.0000,3351,1327,0.3960,3,202510,ProphetMulti-bufferSize@90M-dropPolicy@3-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.3248,2,11345.3617,9175.0000,163.6255,218458,0,0.0000,NaN,NaN,100000.0000,221881
3541,90M,4680.5869,0.0000,3351,1308,0.3903,3,201600,ProphetMulti-bufferSize@90M-dropPolicy@3-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.2936,2,12294.4625,10195.0000,165.3012,217522,0,0.0000,NaN,NaN,100000.0000,221067
3738,90M,6819.7580,5605.0000,3351,2741,0.8180,4,219887,ProphetMulti-bufferSize@90M-dropPolicy@4-forwardingStrategy@COIN_MessageStatsReport,COIN,2.9770,3,10289.4524,9614.0000,85.5520,237239,0,0.0000,NaN,NaN,100000.0000,240981
3527,90M,5986.6281,0.0000,3351,2515,0.7505,4,216825,ProphetMulti-bufferSize@90M-dropPolicy@4-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.1837,2,14714.8326,12120.0000,92.0250,233958,0,0.0000,NaN,NaN,100000.0000,237490
3430,90M,6184.1626,0.0000,3351,2501,0.7463,4,211547,ProphetMulti-bufferSize@90M-dropPolicy@4-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.1891,2,14497.4458,12533.0000,90.4318,228671,0,0.0000,NaN,NaN,100000.0000,232104
3435,90M,6044.7914,0.0000,3351,2394,0.7144,4,208919,ProphetMulti-bufferSize@90M-dropPolicy@4-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.1015,2,14416.9185,11970.0000,93.3734,225930,0,0.0000,NaN,NaN,100000.0000,229367
3600,90M,6201.6941,1503.0000,3351,1047,0.3124,5,213521,ProphetMulti-bufferSize@90M-dropPolicy@5-forwardingStrategy@COIN_MessageStatsReport,COIN,2.8844,3,8376.6991,6746.0000,217.5177,228788,0,0.0000,NaN,NaN,100000.0000,232391
3515,90M,6088.8565,2046.0000,3351,1197,0.3572,5,209950,ProphetMulti-bufferSize@90M-dropPolicy@5-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.6959,2,8037.4678,6533.0000,187.2924,225386,0,0.0000,NaN,NaN,100000.0000,228906
3167,90M,6485.8237,2790.0000,3351,1189,0.3548,5,192141,ProphetMulti-bufferSize@90M-dropPolicy@5-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.7300,3,8930.4558,7829.0000,173.5711,207565,0,0.0000,NaN,NaN,100000.0000,210737
3709,90M,4832.3074,0.0000,3351,1336,0.3987,5,217516,ProphetMulti-bufferSize@90M-dropPolicy@5-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.3054,2,10880.2013,8543.0000,173.4034,233003,0,0.0000,NaN,NaN,100000.0000,236716
